epoch,acc,loss,val_acc,val_loss
0,0.036458333333333336,3.1938328941663108,0.0446927374301676,3.154379475716106
1,0.109375,3.1238606572151184,0.13687150837988826,3.0739315788173145
2,0.14322916666666666,3.090774565935135,0.0893854749435819,3.08229035438772
3,0.1015625,3.06312757730484,0.1117318436586657,3.03729915352507
4,0.11197916666666667,3.04640265305837,0.11452513966480447,3.02556854319972
5,0.109375,3.0107246538003287,0.11594202915827433,3.0127078602279442
6,0.109375,3.036179463068644,0.10893854756928023,2.9863368812220057
7,0.12239583333333333,2.999100317557653,0.12849162027822528,2.9947329499868043
8,0.125,2.97985910375913,0.1452513967312914,2.960213519341453
9,0.15885416666666666,2.937128802140554,0.15083798891006236,2.9487039856404564
10,0.15364583333333334,2.9419457217057547,0.1449275363182676,2.9250142505203467
11,0.20052083333333334,2.897049436966578,0.17039106153576067,2.8992665633142995
12,0.1796875,2.8912343978881836,0.1675977655296219,2.8777081273787513
13,0.1796875,2.8607982794443765,0.15921787709497207,2.857920615366717
14,0.16666666666666666,2.839338173468908,0.17318435779163957,2.816334045799085
15,0.22395833333333334,2.7742951810359955,0.17318435754189945,2.7902040335053173
16,0.2421875,2.755409151315689,0.16811594228813614,2.7503143269082773
17,0.22916666666666666,2.71474023660024,0.22625698332347016,2.694858902659496
18,0.3151041666666667,2.6249033411343894,0.22905027941285566,2.6500383195930355
19,0.2708333333333333,2.609662135442098,0.2122905027932961,2.6055442247976806
20,0.2708333333333333,2.5399613281091056,0.3798882682396713,2.49849152398509
21,0.3828125,2.4179382423559823,0.29855072489683177,2.4591820647751077
22,0.390625,2.3363353113333383,0.4022346371212485,2.358135549715777
23,0.421875,2.273693695664406,0.41620111748492916,2.27499006380582
24,0.53125,2.1241858253876367,0.3826815644123035,2.189531426189998
25,0.53125,2.038798918326696,0.5251396649709626,2.0603281406050953
26,0.5442708333333334,1.8845915446678798,0.4553072628195725,2.0139513152271675
27,0.5651041666666666,1.8513030509154003,0.4927536236203235,1.923169017529142
28,0.640625,1.709524576862653,0.5726256986570092,1.811716831596204
29,0.6302083333333334,1.6241308053334553,0.5670391064782382,1.7785127406013745
30,0.6848958333333334,1.4838435749212902,0.5782122907525334,1.6462187250899203
31,0.6848958333333334,1.4204603632291157,0.5949720672055996,1.592867188946495
32,0.7447916666666666,1.2829280346632004,0.6985507249832154,1.488615213960841
33,0.7213541666666666,1.2578712701797485,0.7011173185190009,1.416365415523838
34,0.7786458333333334,1.0842097625136375,0.6843575422324282,1.3544091201028345
35,0.7421875,1.112566555539767,0.6815642461430427,1.3605352814970069
36,0.7734375,1.066082460184892,0.7011173186854943,1.3425330905940946
37,0.7942708333333334,0.9849938228726387,0.6955307262569832,1.290279950592771
38,0.8203125,0.9169026513894399,0.7043478266052577,1.2287034601405047
39,0.7994791666666666,0.9215028807520866,0.7262569834067168,1.1929966882287457
40,0.8333333333333334,0.7720653141538302,0.7597765363128491,1.1359285036278837
41,0.8229166666666666,0.7911871671676636,0.7374301676810121,1.1839496368469473
42,0.8255208333333334,0.7976295612752438,0.7709497208368845,1.1296554487510766
43,0.8723958333333334,0.6812055657307307,0.7652173918226491,1.0784572229869125
44,0.8619791666666666,0.6428321215013663,0.762569832568728,1.0645804473474705
45,0.8776041666666666,0.6413924011091391,0.7932960895519683,1.0528441517712683
46,0.8854166666666666,0.6133403169612089,0.762569832568728,1.031646401522546
47,0.8723958333333334,0.5624713910122713,0.770949720670391,1.09438173518667
48,0.9114583333333334,0.5203063376247883,0.7988826815642458,0.9729868770478158
49,0.90625,0.5443057777980963,0.8000000004319178,1.0072906093320986
50,0.8880208333333334,0.5017582215368748,0.7178770951385605,1.1020238204708313
51,0.890625,0.5197435977558295,0.770949720670391,1.0471129854464665
52,0.9088541666666666,0.4739650196085374,0.7932960897184617,0.936655374212638
53,0.8958333333333334,0.4509992450475693,0.8044692739095102,1.001626520516486
54,0.9166666666666666,0.464402196307977,0.7942028986371081,0.9628055256777915
55,0.9505208333333334,0.3554625337322553,0.7932960895519683,0.8719646233087145
56,0.8932291666666666,0.4707063417881727,0.8044692737430168,0.9604455595159663
57,0.9192708333333334,0.3632349409162998,0.7877094973731973,1.0106005492989578
58,0.9192708333333334,0.3492164667695761,0.7849162011173184,0.9535282833199927
59,0.9192708333333334,0.35251502444346744,0.8296089387139794,0.8145274572990127
60,0.9479166666666666,0.3425914489974578,0.823188405883485,0.8564853418564451
61,0.9505208333333334,0.27522112242877483,0.8044692737430168,0.8475878552101844
62,0.9322916666666666,0.3282729809482892,0.8212290504458231,0.8775021252768666
63,0.9296875,0.32313781262685853,0.8128491622609133,0.9580318281770418
64,0.9479166666666666,0.2877398859709501,0.835195530726257,0.8950312370278316
65,0.9427083333333334,0.2905368984987338,0.7971014493617459,0.8933511151891688
66,0.9453125,0.27952878673871356,0.7988826818139859,0.95033124039293
67,0.9661458333333334,0.23090645174185434,0.826815642624594,0.7571597210750733
68,0.9609375,0.23726926712940136,0.8044692739095102,0.9527849543361024
69,0.9427083333333334,0.264105888394018,0.8016759778201247,0.8957552391224067
70,0.9661458333333334,0.23086885331819454,0.8156424583502988,0.8550433318375209
71,0.9635416666666666,0.21452190664907297,0.8057971016220424,0.87049790966338
72,0.96875,0.2078541967396935,0.8240223465352084,0.8350309944352624
73,0.96875,0.21293926735719046,0.8296089386307327,0.7283645949050701
74,0.9713541666666666,0.18437696093072495,0.8212290502793296,0.8601995418940842
75,0.96875,0.1868622892846664,0.7988826816474925,0.9663907463074396
76,0.9635416666666666,0.23212243927021822,0.8202898552452309,0.8500387503185134
77,0.96875,0.18356897992392382,0.835195530726257,0.7876742198522197
78,0.9765625,0.18846373756726584,0.8240223465352084,0.863764344131855
79,0.9661458333333334,0.18363266034672657,0.8156424584335455,0.9006928831505376
80,0.9739583333333334,0.17272406397387385,0.8379888271486293,0.7842869140915365
81,0.9739583333333334,0.16077961369107166,0.8156424581005587,0.9540326257636926
82,0.9765625,0.15433464230348667,0.8347826088684193,0.8601574982637944
83,0.9661458333333334,0.17344946196923652,0.8212290502793296,0.8332718125825446
84,0.9765625,0.1600726512260735,0.8240223463687151,0.9108887789510814
85,0.9817708333333334,0.12311589686820905,0.8631284917866051,0.7891701591414446
86,0.9661458333333334,0.1502113767589132,0.793296089635215,1.0297284928780028
87,0.984375,0.14641658775508404,0.8318840583165487,0.787868967436362
88,0.9791666666666666,0.12384069478139281,0.8240223467017019,0.8359099118736203
89,0.9817708333333334,0.14290973311290145,0.8044692737430168,0.8851194213529497
90,0.9713541666666666,0.14529923722147942,0.8100558661715278,0.8683017454000824
91,0.984375,0.11675405176356435,0.826815642624594,0.7968972547385613
92,0.9921875,0.10176415741443634,0.832402234803365,0.8182505704254411
93,0.9869791666666666,0.10877004095042746,0.837681159765824,0.8410355882800143
94,0.984375,0.11936594281966488,0.840782122905028,0.9117518395768197
95,0.9895833333333334,0.10235310966769855,0.840782122905028,0.7212939301828266
96,0.9791666666666666,0.12211004892985027,0.8519553074290632,0.8156171004449189
97,0.984375,0.11205115937627852,0.8379888268156425,0.8867926861279171
98,0.9817708333333334,0.11101281518737476,0.8202898552452309,0.8609323073367494
99,0.9895833333333334,0.09150210333367188,0.8379888269821358,0.8577450334859293
