,店舗,緯度,経度,cluster_id
169,osaka_A2701_A270103_27063993,34.706143,135.510482,0
170,osaka_A2701_A270103_27064698,34.707079,135.512773,0
171,osaka_A2701_A270103_27065828,34.703303,135.511666,0
172,osaka_A2701_A270103_27068884,34.69704,135.514254,0
173,osaka_A2701_A270103_27071749,34.70141,135.511219,0
174,osaka_A2701_A270103_27074457,34.708178,135.511042,0
175,osaka_A2701_A270103_27076635,34.712221,135.510234,0
176,osaka_A2701_A270103_27076702,34.714015,135.510869,0
177,osaka_A2701_A270103_27077078,34.706078,135.511228,0
178,osaka_A2701_A270103_27077316,34.704534,135.511836,0
179,osaka_A2701_A270103_27077443,34.703441,135.512766,0
180,osaka_A2701_A270103_27079346,34.70844,135.512949,0
181,osaka_A2701_A270103_27080059,34.69639,135.505363,0
182,osaka_A2701_A270103_27080941,34.710098,135.512387,0
183,osaka_A2701_A270103_27081764,34.692706,135.515725,0
184,osaka_A2701_A270103_27082162,34.695624,135.511688,0
185,osaka_A2701_A270103_27083702,34.706234,135.511228,0
186,osaka_A2701_A270103_27083921,34.695712,135.51005,0
187,osaka_A2701_A270103_27086717,34.698627,135.51295,0
188,osaka_A2701_A270103_27087731,34.697106,135.51157,0
189,osaka_A2701_A270103_27087911,34.696838,135.505101,0
190,osaka_A2701_A270103_27088188,34.700533,135.511293,0
191,osaka_A2701_A270103_27088273,34.705203,135.51214,0
192,osaka_A2701_A270103_27091695,34.700525,135.511464,0
193,osaka_A2701_A270103_27094106,34.706028,135.511081,0
194,osaka_A2701_A270103_27094256,34.697756,135.503901,0
195,osaka_A2701_A270103_27099481,34.706209,135.511854,0
196,osaka_A2701_A270103_27101127,34.697444,135.508081,0
197,osaka_A2701_A270103_27106055,34.709644,135.511077,0
198,osaka_A2701_A270103_27110877,34.712823,135.510357,0
199,osaka_A2701_A270103_27112474,34.694877,135.511935,0
200,osaka_A2701_A270103_27113697,34.708376,135.5119,0
201,osaka_A2701_A270103_27118669,34.699794,135.510737,0
202,osaka_A2701_A270104_27058615,34.683237,135.514239,12
203,osaka_A2701_A270104_27062194,34.682515,135.51214,12
204,osaka_A2701_A270104_27064588,34.684246,135.512729,12
205,osaka_A2701_A270104_27072330,34.694877,135.511935,0
206,osaka_A2701_A270104_27074662,34.687279,135.517665,12
207,osaka_A2701_A270104_27075434,34.686233,135.515558,12
208,osaka_A2701_A270104_27076165,34.688092,135.516768,12
209,osaka_A2701_A270104_27081196,34.685241,135.514732,12
210,osaka_A2701_A270104_27081491,34.684261,135.512913,12
211,osaka_A2701_A270104_27086725,34.688108,135.516972,12
212,osaka_A2701_A270104_27088994,34.684033,135.514369,12
213,osaka_A2701_A270104_27092793,34.682822,135.515851,12
214,osaka_A2701_A270104_27094540,34.685294,135.517082,12
215,osaka_A2701_A270104_27097328,34.690115,135.516403,0
216,osaka_A2701_A270104_27104366,34.682927,135.516891,12
217,osaka_A2701_A270105_27001084,34.676132,135.483751,8
218,osaka_A2701_A270105_27004696,34.677047,135.487029,8
219,osaka_A2701_A270105_27017829,34.672951,135.483539,8
220,osaka_A2701_A270105_27041650,34.679423,135.487432,8
221,osaka_A2701_A270105_27042868,34.67301,135.490239,8
222,osaka_A2701_A270105_27044060,34.680493,135.486907,8
223,osaka_A2701_A270105_27049938,34.680034,135.489134,8
224,osaka_A2701_A270105_27061506,34.683286,135.485407,8
225,osaka_A2701_A270105_27065090,34.684993,135.48942,8
226,osaka_A2701_A270105_27073357,34.684913,135.489024,8
227,osaka_A2701_A270105_27075622,34.682325,135.486397,8
228,osaka_A2701_A270105_27085952,34.683132,135.485274,8
229,osaka_A2701_A270105_27095877,34.683286,135.485407,8
230,osaka_A2701_A270106_27000068,34.684525,135.508357,0
231,osaka_A2701_A270106_27000071,34.686024,135.501529,0
232,osaka_A2701_A270106_27001073,34.685534,135.507111,0
233,osaka_A2701_A270106_27002150,34.679796,135.501344,8
234,osaka_A2701_A270106_27007862,34.682762,135.494068,8
235,osaka_A2701_A270106_27008161,34.682335,135.50432,8
236,osaka_A2701_A270106_27012545,34.686914,135.499457,0
237,osaka_A2701_A270106_27014646,34.679857,135.504375,8
238,osaka_A2701_A270106_27017929,34.687226,135.498486,0
239,osaka_A2701_A270106_27049410,34.682375,135.493755,8
240,osaka_A2701_A270106_27050088,34.679422,135.507307,8
241,osaka_A2701_A270106_27060177,34.683332,135.49826,8
242,osaka_A2701_A270106_27067804,34.685926,135.504667,0
243,osaka_A2701_A270106_27071670,34.683871,135.509589,8
244,osaka_A2701_A270106_27072653,34.67719,135.508171,8
245,osaka_A2701_A270106_27077371,34.68282,135.505393,8
246,osaka_A2701_A270106_27077641,34.683273,135.495862,8
247,osaka_A2701_A270106_27079657,34.679035,135.49918,8
248,osaka_A2701_A270106_27081821,34.678592,135.498038,8
249,osaka_A2701_A270106_27082257,34.682524,135.502168,8
250,osaka_A2701_A270106_27083077,34.680328,135.49619,8
251,osaka_A2701_A270106_27086512,34.682578,135.50166,8
252,osaka_A2701_A270106_27086943,34.682273,135.504811,8
253,osaka_A2701_A270106_27087256,34.681371,135.495023,8
254,osaka_A2701_A270106_27087593,34.680557,135.511734,12
255,osaka_A2701_A270106_27089426,34.682236,135.509865,8
256,osaka_A2701_A270106_27090650,34.679527,135.498422,8
257,osaka_A2701_A270106_27090916,34.685747,135.507757,0
258,osaka_A2701_A270106_27091350,34.679787,135.5061,8
259,osaka_A2701_A270106_27092078,34.679388,135.510561,8
260,osaka_A2701_A270106_27094202,34.686322,135.497171,0
261,osaka_A2701_A270106_27094480,34.684546,135.508733,0
262,osaka_A2701_A270106_27100196,34.680458,135.493527,8
263,osaka_A2701_A270106_27107652,34.679364,135.503327,8
264,osaka_A2701_A270106_27111506,34.684149,135.503089,8
265,osaka_A2701_A270106_27115366,34.681864,135.506664,8
266,osaka_A2701_A270106_27118156,34.680198,135.501326,8
267,osaka_A2701_A270106_27121182,34.682968,135.496371,8
268,osaka_A2701_A270107_27001131,34.698735,135.535643,4
269,osaka_A2701_A270107_27001133,34.698184,135.534481,4
270,osaka_A2701_A270107_27002243,34.696469,135.531775,4
271,osaka_A2701_A270107_27002273,34.693512,135.526426,4
272,osaka_A2701_A270107_27003957,34.681251,135.531635,12
273,osaka_A2701_A270107_27004037,34.697599,135.533788,4
274,osaka_A2701_A270107_27004363,34.697801,135.534304,4
275,osaka_A2701_A270107_27004686,34.69738,135.53464,4
276,osaka_A2701_A270107_27004902,34.697375,135.535324,4
277,osaka_A2701_A270107_27005121,34.70003,135.534186,4
278,osaka_A2701_A270107_27006579,34.697776,135.53422,4
279,osaka_A2701_A270107_27007296,34.696902,135.533617,4
280,osaka_A2701_A270107_27007906,34.697373,135.534548,4
281,osaka_A2701_A270107_27007945,34.698399,135.535439,4
282,osaka_A2701_A270107_27008975,34.696174,135.531146,4
283,osaka_A2701_A270107_27013765,34.697781,135.534125,4
284,osaka_A2701_A270107_27013801,34.67797,135.535555,12
285,osaka_A2701_A270107_27014445,34.697941,135.534515,4
286,osaka_A2701_A270107_27015214,34.69669,135.533912,4
287,osaka_A2701_A270107_27017468,34.697595,135.534575,4
288,osaka_A2701_A270107_27017735,34.698228,135.533686,4
289,osaka_A2701_A270107_27018707,34.698316,135.53442,4
290,osaka_A2701_A270107_27019125,34.696364,135.529988,4
291,osaka_A2701_A270107_27036483,34.698424,135.533693,4
292,osaka_A2701_A270107_27041868,34.701002,135.533617,4
293,osaka_A2701_A270107_27042677,34.676614,135.532429,12
294,osaka_A2701_A270107_27044094,34.697841,135.530418,4
295,osaka_A2701_A270107_27049934,34.700778,135.534585,4
296,osaka_A2701_A270107_27052971,34.696676,135.530597,4
297,osaka_A2701_A270107_27055508,34.697373,135.535266,4
298,osaka_A2701_A270107_27075918,34.698684,135.534159,4
299,osaka_A2701_A270107_27077286,34.696803,135.533175,4
300,osaka_A2701_A270107_27079029,34.697365,135.53489,4
301,osaka_A2701_A270107_27083853,34.697859,135.533802,4
302,osaka_A2701_A270107_27087149,34.696116,135.531266,4
303,osaka_A2701_A270107_27088672,34.698511,135.53365,4
304,osaka_A2701_A270107_27089375,34.692917,135.525096,4
305,osaka_A2701_A270107_27090383,34.69791,135.533864,4
306,osaka_A2701_A270107_27107380,34.702083,135.528209,4
307,osaka_A2701_A270107_27109896,34.697373,135.534548,4
308,osaka_A2701_A270108_27000046,34.689085,135.476288,8
309,osaka_A2701_A270108_27001230,34.694589,135.487081,0
310,osaka_A2701_A270108_27002682,34.699901,135.489622,0
311,osaka_A2701_A270108_27002698,34.684286,135.477717,8
312,osaka_A2701_A270108_27003911,34.695902,135.486567,0
313,osaka_A2701_A270108_27005163,34.696462,135.486779,0
314,osaka_A2701_A270108_27005165,34.693531,135.487788,0
315,osaka_A2701_A270108_27009961,34.696022,135.486438,0
316,osaka_A2701_A270108_27015360,34.69329,135.486248,0
317,osaka_A2701_A270108_27017264,34.6966,135.486703,0
318,osaka_A2701_A270108_27032642,34.696888,135.486073,0
319,osaka_A2701_A270108_27042593,34.696407,135.487286,0
320,osaka_A2701_A270108_27049674,34.695865,135.486858,0
321,osaka_A2701_A270108_27050827,34.698627,135.486646,0
322,osaka_A2701_A270108_27053202,34.697819,135.485739,0
323,osaka_A2701_A270108_27053626,34.696625,135.472194,0
324,osaka_A2701_A270108_27054598,34.695399,135.487727,0
325,osaka_A2701_A270108_27057392,34.69955,135.485463,0
326,osaka_A2701_A270108_27058795,34.696185,135.485502,0
327,osaka_A2701_A270108_27058819,34.696364,135.484912,0
328,osaka_A2701_A270108_27058993,34.69377,135.485923,0
329,osaka_A2701_A270108_27066859,34.694544,135.486944,0
330,osaka_A2701_A270108_27072901,34.701004,135.486858,0
331,osaka_A2701_A270108_27075486,34.698984,135.485649,0
332,osaka_A2701_A270108_27077087,34.692468,135.475037,0
333,osaka_A2701_A270108_27077479,34.693589,135.485472,0
334,osaka_A2701_A270108_27077517,34.6927,135.475276,0
335,osaka_A2701_A270108_27083232,34.696364,135.486248,0
336,osaka_A2701_A270108_27085517,34.695394,135.485738,0
337,osaka_A2701_A270108_27091454,34.696338,135.486822,0
338,osaka_A2701_A270108_27091906,34.692812,135.475952,0
339,osaka_A2701_A270108_27092007,34.697296,135.486353,0
340,osaka_A2701_A270108_27092474,34.69637,135.487397,0
341,osaka_A2701_A270108_27093666,34.694629,135.486462,0
342,osaka_A2701_A270108_27095726,34.703076,135.487579,0
343,osaka_A2701_A270108_27096964,34.699799,135.486651,0
344,osaka_A2701_A270108_27097444,34.696302,135.473526,0
345,osaka_A2701_A270108_27098217,34.700149,135.489715,0
346,osaka_A2701_A270108_27106765,34.694893,135.486401,0
347,osaka_A2701_A270201_27000831,34.673743,135.501975,8
348,osaka_A2701_A270201_27000852,34.670271,135.500935,8
349,osaka_A2701_A270201_27000931,34.677965,135.502297,8
350,osaka_A2701_A270201_27001436,34.672245,135.497756,8
351,osaka_A2701_A270201_27001683,34.673659,135.504268,8
352,osaka_A2701_A270201_27001823,34.678255,135.50529,8
353,osaka_A2701_A270201_27001838,34.674199,135.503283,8
354,osaka_A2701_A270201_27003248,34.674659,135.503521,8
355,osaka_A2701_A270201_27004529,34.674232,135.501754,8
356,osaka_A2701_A270201_27005018,34.676391,135.494457,8
357,osaka_A2701_A270201_27005077,34.671824,135.501226,8
358,osaka_A2701_A270201_27005150,34.676995,135.495104,8
359,osaka_A2701_A270201_27011662,34.674441,135.502517,8
360,osaka_A2701_A270201_27012342,34.675897,135.50203,8
361,osaka_A2701_A270201_27012996,34.674384,135.492678,8
362,osaka_A2701_A270201_27013245,34.673424,135.502556,8
363,osaka_A2701_A270201_27013808,34.671115,135.509488,8
364,osaka_A2701_A270201_27013829,34.671821,135.502859,8
365,osaka_A2701_A270201_27014566,34.670552,135.499306,8
366,osaka_A2701_A270201_27015562,34.677803,135.50888,8
367,osaka_A2701_A270201_27040461,34.677874,135.49358,8
368,osaka_A2701_A270201_27041482,34.678464,135.502505,8
369,osaka_A2701_A270201_27043154,34.671734,135.50505,8
370,osaka_A2701_A270201_27044765,34.677804,135.502988,8
371,osaka_A2701_A270201_27045608,34.674804,135.500941,8
372,osaka_A2701_A270201_27050792,34.677087,135.508493,8
373,osaka_A2701_A270201_27051373,34.670453,135.498018,8
374,osaka_A2701_A270201_27053278,34.674624,135.501929,8
375,osaka_A2701_A270201_27064420,34.674039,135.498275,8
376,osaka_A2701_A270201_27067227,34.676885,135.496342,8
377,osaka_A2701_A270201_27073790,34.678673,135.501911,8
378,osaka_A2701_A270201_27085783,34.675819,135.4966,8
379,osaka_A2701_A270201_27086074,34.672829,135.501627,8
380,osaka_A2701_A270201_27086371,34.677821,135.501133,8
381,osaka_A2701_A270201_27088604,34.672853,135.496968,8
382,osaka_A2701_A270201_27090229,34.673907,135.504222,8
383,osaka_A2701_A270201_27091309,34.677679,135.502242,8
384,osaka_A2701_A270201_27093524,34.671804,135.505695,8
385,osaka_A2701_A270201_27094698,34.672596,135.505207,8
386,osaka_A2701_A270201_27094723,34.677742,135.493576,8
387,osaka_A2701_A270201_27094910,34.677922,135.502601,8
388,osaka_A2701_A270201_27101904,34.6763,135.495054,8
389,osaka_A2701_A270201_27104341,34.677664,135.501516,8
390,osaka_A2701_A270201_27105524,34.671037,135.501049,8
391,osaka_A2701_A270201_27110794,34.676336,135.502285,8
392,osaka_A2701_A270201_27112367,34.676212,135.494537,8
393,osaka_A2701_A270201_27120458,34.677427,135.505222,8
394,osaka_A2701_A270202_1023630,34.664139,135.50626,8
395,osaka_A2701_A270202_27000401,34.665391,135.506454,8
396,osaka_A2701_A270202_27001197,34.668091,135.504535,8
397,osaka_A2701_A270202_27001274,34.669629,135.498772,8
398,osaka_A2701_A270202_27001278,34.668376,135.503227,8
399,osaka_A2701_A270202_27001289,34.668473,135.50248,8
400,osaka_A2701_A270202_27001294,34.668747,135.498942,8
401,osaka_A2701_A270202_27001308,34.666221,135.502224,8
402,osaka_A2701_A270202_27001310,34.666323,135.502408,8
403,osaka_A2701_A270202_27001330,34.66211,135.495059,8
404,osaka_A2701_A270202_27001439,34.668063,135.50096,8
405,osaka_A2701_A270202_27001441,34.668034,135.50256,8
406,osaka_A2701_A270202_27001446,34.670493,135.505962,8
407,osaka_A2701_A270202_27001511,34.667963,135.501856,8
408,osaka_A2701_A270202_27001537,34.668148,135.503058,8
409,osaka_A2701_A270202_27001538,34.668077,135.501964,8
410,osaka_A2701_A270202_27001574,34.667949,135.501561,8
411,osaka_A2701_A270202_27001595,34.668536,135.500647,8
412,osaka_A2701_A270202_27001615,34.668821,135.501898,8
413,osaka_A2701_A270202_27002320,34.665219,135.503372,8
414,osaka_A2701_A270202_27002336,34.666127,135.501566,8
415,osaka_A2701_A270202_27002618,34.667901,135.503059,8
416,osaka_A2701_A270202_27002665,34.665592,135.504538,8
417,osaka_A2701_A270202_27002675,34.665369,135.50374,8
418,osaka_A2701_A270202_27002763,34.664032,135.503946,8
419,osaka_A2701_A270202_27003344,34.662059,135.496535,8
420,osaka_A2701_A270202_27003472,34.668118,135.502705,8
421,osaka_A2701_A270202_27003566,34.670283,135.499335,8
422,osaka_A2701_A270202_27004130,34.665108,135.499982,8
423,osaka_A2701_A270202_27004636,34.665284,135.502269,8
424,osaka_A2701_A270202_27004831,34.663748,135.501701,8
425,osaka_A2701_A270202_27005087,34.664166,135.499895,8
426,osaka_A2701_A270202_27005758,34.668381,135.503041,8
427,osaka_A2701_A270202_27006043,34.664606,135.503914,8
428,osaka_A2701_A270202_27007193,34.665511,135.498457,8
429,osaka_A2701_A270202_27011807,34.660475,135.502843,8
430,osaka_A2701_A270202_27012928,34.667421,135.50438,8
431,osaka_A2701_A270202_27013056,34.668037,135.502727,8
432,osaka_A2701_A270202_27013558,34.665354,135.504231,8
433,osaka_A2701_A270202_27015959,34.664355,135.504118,8
434,osaka_A2701_A270202_27017138,34.663773,135.502893,8
435,osaka_A2701_A270202_27023975,34.665276,135.502058,8
436,osaka_A2701_A270202_27024361,34.666485,135.501884,8
437,osaka_A2701_A270202_27037020,34.664052,135.506345,8
438,osaka_A2701_A270202_27042694,34.662903,135.504157,8
439,osaka_A2701_A270202_27043164,34.666823,135.50433,8
440,osaka_A2701_A270202_27043798,34.666294,135.501296,8
441,osaka_A2701_A270202_27044516,34.665644,135.506431,8
442,osaka_A2701_A270202_27045072,34.667734,135.501754,8
443,osaka_A2701_A270202_27050023,34.665313,135.505744,8
444,osaka_A2701_A270202_27050555,34.671188,135.497852,8
445,osaka_A2701_A270202_27051329,34.667213,135.509199,8
446,osaka_A2701_A270202_27051540,34.663778,135.505403,8
447,osaka_A2701_A270202_27051667,34.669302,135.503218,8
448,osaka_A2701_A270202_27059653,34.664255,135.503485,8
449,osaka_A2701_A270202_27062271,34.668564,135.503221,8
450,osaka_A2701_A270202_27064407,34.664862,135.503767,8
451,osaka_A2701_A270202_27070348,34.66734,135.503826,8
452,osaka_A2701_A270202_27070641,34.664414,135.503931,8
453,osaka_A2701_A270202_27070905,34.669624,135.498958,8
454,osaka_A2701_A270202_27072346,34.667565,135.502391,8
