epoch,acc,loss,val_acc,val_loss
0,0.20448179334318606,1.6054587901807298,0.26666666923297777,1.5186208049456278
1,0.3809523812445606,1.4788603472108601,0.46666667030917275,1.4334434668223064
2,0.4568965533512762,1.3981042675588322,0.4666666716337204,1.3533023602432674
3,0.4901960790992117,1.3172923757248567,0.4666666699780358,1.2623107201523251
4,0.5948275876627571,1.2115949885598545,0.6666666673289405,1.1626552912924024
5,0.6834733905244608,1.1129488409066401,0.7000000016556845,1.0532476272847917
6,0.767241379824178,0.9812016368939959,0.7333333339956072,0.944177449411816
7,0.7787114851781968,0.8813343498887134,0.8666666636864344,0.8466433044936922
8,0.8151260514219268,0.7622557411006853,0.7666666656732559,0.7582297205924988
9,0.8074712653098435,0.691622933608362,0.8333333330021964,0.69576655841536
10,0.8347338939748224,0.5794475609514894,0.8666666636864344,0.6278920996520254
11,0.8620689662023523,0.5272168141158148,0.8333333303531011,0.5884208247065544
12,0.8739495798319328,0.4808754317399834,0.8999999917215771,0.5440239623188973
13,0.8936781614333734,0.4167248557867675,0.8999999930461248,0.5074645560648706
14,0.9271708685142988,0.3842517625884849,0.8999999943706725,0.4803219569226106
15,0.9355742296918768,0.3088625662383579,0.9,0.4435055067969693
16,0.9454022993644079,0.29821446268209095,0.89999999569522,0.42042702105310226
17,0.969187675070028,0.23910428850757642,0.89999999569522,0.40070983171463015
18,0.9597701149425287,0.24727484982075362,0.8999999966886308,0.37827083749903573
19,0.96078431389245,0.20265502656916945,0.8999999933772617,0.3644839117924372
20,0.9655172417218658,0.19715591695630688,0.8999999953640831,0.3483823122249709
21,0.9719887955182073,0.1602876204319027,0.8999999943706725,0.3294484766407145
22,0.969187675070028,0.14944097753457664,0.899999996357494,0.3234517823490832
23,0.9741379312057604,0.13622459631156306,0.899999996357494,0.3083079466389285
24,0.988795518207283,0.11787959980238386,0.899999996357494,0.2953326154086325
25,0.9770114944241513,0.11547557110951721,0.9333333250549104,0.2967297096219328
26,0.9775910364145658,0.11157915825728609,0.9333333253860474,0.290815526412593
27,0.9913793103448276,0.08757935167857628,0.9333333280351427,0.281873076947199
28,0.9859943979260635,0.08834395301984806,0.9333333283662796,0.2686682350933552
29,0.9859943977591037,0.07649542992355443,0.9333333243926366,0.2672519283162223
30,0.9885057471264368,0.07596857415447975,0.9333333280351427,0.25937452715718085
31,0.988795518207283,0.0641139971734095,0.9333333286974165,0.25664906296879053
32,0.9971264367816092,0.055701664777408386,0.9333333280351427,0.2661403276026249
33,1.0,0.05482025051108595,0.9333333247237735,0.2626961534635888
34,1.0,0.0501734570482339,0.9333333270417319,0.25300718823240864
35,0.9971988795518207,0.04754756886710306,0.9333333257171843,0.2550315764422218
36,1.0,0.03851038479984475,0.9333333257171843,0.26085380003270175
37,0.9971264367816092,0.041080589141247084,0.9333333300219642,0.2517217721686595
38,1.0,0.03972096101273926,0.9333333316776488,0.24459780336668094
39,0.9971264367816092,0.041279120694567586,0.9333333280351427,0.255814111387978
40,1.0,0.031520104990536424,0.9333333270417319,0.2478247025464144
41,0.9971264369528869,0.03645863634368255,0.9333333263794581,0.24283570806599325
42,1.0,0.030451976501119405,0.933333331015375,0.24844581634841031
43,1.0,0.033366278878280094,0.9333333270417319,0.25289742129130494
44,1.0,0.02715104670617087,0.9333333277040058,0.22964424292246502
45,1.0,0.025974890650236972,0.9333333296908273,0.23111755630622308
46,1.0,0.026501028509489422,0.933333326710595,0.22962320024768512
47,1.0,0.02278406287253905,0.9333333250549104,0.22439150950974887
48,1.0,0.02278972033347035,0.9333333257171843,0.2402021518184079
49,1.0,0.02135079612183262,0.9333333290285535,0.2333566814661026
